CGPA,TargetCompany,Skills,SkillMatchPct,PlacementProbability,PlacementStatus
7.1,TCS,"TypeScript, Jenkins, JavaScript, Enterprise Solutions, SQL, Java",100.0,78.1,High Chance
8.5,Netflix,"Machine Learning, Data Analysis",20.0,40.0,Low Chance
6.3,Microsoft,"Jira, Matplotlib",0.0,17.98,Low Chance
8.4,Google,"Leadership, TypeScript, Docker, JavaScript",0.0,29.51,Low Chance
5.0,Adobe,"AWS, Pandas, Flask, Terraform, Communication",0.0,15.08,Low Chance
7.1,Amazon,"Scalability, Leadership, AWS, SQL, Java",100.0,31.44,Low Chance
8.0,Google,"Angular, Rust",0.0,14.88,Low Chance
6.9,Adobe,"UI/UX, C++, Graphics, Go, PyTorch, Rust, Java, Data Analysis",100.0,22.52,Low Chance
8.9,Adobe,"UI/UX, C++, Graphics, PyTorch, Java",100.0,85.51,High Chance
6.2,TCS,"JavaScript, C#, Enterprise Solutions, SQL, Angular, Java",100.0,47.36,Medium Chance
6.8,Amazon,"Tableau, Terraform, React, C#",0.0,8.76,Low Chance
6.9,Adobe,"UI/UX, C++, Graphics, Leadership, AWS, C#, Flask, Jira, Java, Docker, TensorFlow",100.0,17.41,Low Chance
9.4,TCS,"Cassandra, JavaScript, Python, Spring Boot",25.0,34.92,Low Chance
6.1,Apple,"C++, Objective-C, Swift, Agile, Quality Assurance, Communication",100.0,23.01,Low Chance
8.6,Oracle,"Database Design, Kotlin, Jenkins, C#, Python, Kubernetes, SQL, Pandas, Java, Cloud Architecture, Teamwork, TensorFlow",100.0,74.87,Medium Chance
7.4,TCS,"NLP, JavaScript, Enterprise Solutions, SQL, Java, Express",100.0,87.46,High Chance
8.1,Netflix,"AWS, Microservices, Python, Spring Boot, Jira, Java, Machine Learning, Docker",100.0,92.67,High Chance
7.6,Microsoft,"C++, Scikit-Learn, Software Design, C#, Azure, Cloud, SQL, Rust, Scrum",100.0,43.46,Low Chance
7.1,Infosys,"Power BI, NLP, Web Development, Spring Boot, SQL, Agile, Java, Communication",100.0,90.54,High Chance
6.9,Infosys,"Teamwork, C#, Jira, Java, Communication",50.0,70.48,Medium Chance
7.4,Apple,"C++, Django, Tableau, Kubernetes, Java, PostgreSQL, Objective-C, Swift, Agile, Quality Assurance, Communication",100.0,3.04,Low Chance
8.1,Apple,"Power BI, C++, Django, NLP, Tableau, Scikit-Learn, Leadership, Objective-C, Swift, Flask, Quality Assurance, Communication",100.0,35.08,Low Chance
9.7,Apple,"TypeScript, C++, JavaScript, Leadership, C#, Python, Deep Learning, Spring Boot, Objective-C, Swift, Quality Assurance, Communication",100.0,91.8,High Chance
8.9,TCS,"JavaScript, Python, Deep Learning, PyTorch, Enterprise Solutions, Pandas, SQL, Jira, Java, Terraform, Data Analysis, Express",100.0,88.64,High Chance
9.0,Infosys,"Java, Go, Django, Rust",25.0,36.0,Low Chance
6.5,Infosys,"Django, Jenkins, Pandas, React, Communication",25.0,22.96,Low Chance
6.6,Google,"Algorithms, C++, Scikit-Learn, JavaScript, Python, NumPy, Angular, Jira, Machine Learning, Data Analysis",100.0,22.22,Low Chance
8.2,Google,"PyTorch, Kubernetes",0.0,23.31,Low Chance
6.4,Microsoft,"Redis, C++, Scikit-Learn, Software Design, C#, Azure, Cloud, Computer Vision, Problem Solving",100.0,8.97,Low Chance
7.3,Adobe,"Teamwork, Rust, Problem Solving",0.0,24.9,Low Chance
9.2,Infosys,"Redis, Django, Git, Web Development, SQL, Rust, Cassandra, Java, Machine Learning, Communication, Problem Solving",100.0,73.98,Medium Chance
8.4,Oracle,"Power BI, Vue.js, Django, Azure, React",0.0,20.32,Low Chance
6.3,Infosys,"Teamwork, GitHub, Azure, Web Development, Spring Boot, SQL, Data Analysis, Java, Machine Learning, Communication",100.0,43.95,Low Chance
7.7,Apple,"Power BI, C++, Objective-C, Swift, Computer Vision, Quality Assurance, Node.js, Machine Learning, Communication, GCP",100.0,21.07,Low Chance
7.2,Microsoft,"C++, Django, Software Design, C#, Azure, Cloud, Python, Teamwork",100.0,24.11,Low Chance
6.8,Netflix,"Cassandra, AWS, Microservices, Python, Kubernetes, Agile, Java, Terraform, Machine Learning, Docker, Express",100.0,2.36,Low Chance
8.7,Amazon,"Scalability, Jenkins, Tableau, Leadership, AWS, SQL, Flask, Jira, Java, Teamwork, Express",100.0,80.7,High Chance
6.2,Meta,"C#, Flask, Matplotlib",0.0,15.13,Low Chance
9.9,TCS,"NLP, Tableau, JavaScript, AWS, Enterprise Solutions, SQL, Computer Vision, Java, TensorFlow",100.0,86.25,High Chance
7.8,IBM,"Data Science, AI, Leadership, Python, Cloud, React, Java, Node.js",100.0,92.78,High Chance
7.4,Google,"Algorithms, C++, Python, Machine Learning, Data Analysis",100.0,26.66,Low Chance
7.6,IBM,"Jenkins, C#, Deep Learning, Angular, Docker, Matplotlib",0.0,28.91,Low Chance
5.7,Adobe,"UI/UX, Vue.js, C++, Graphics, Azure, Java, Node.js, Docker",100.0,2.77,Low Chance
6.8,Google,"Scikit-Learn, Problem Solving, GCP, TensorFlow",0.0,2.28,Low Chance
7.5,IBM,"Angular, PyTorch, C++, Django",0.0,26.03,Low Chance
8.1,Adobe,"UI/UX, Kotlin, MongoDB, C++, Graphics, Tableau, Python, Computer Vision, Java, Terraform",100.0,93.77,High Chance
7.7,IBM,"TypeScript, C++, Data Science, AI, Python, Cloud, Computer Vision, React",100.0,97.77,High Chance
8.6,Apple,"C++, Jenkins, Objective-C, Swift, Quality Assurance, Communication",100.0,93.76,High Chance
8.7,IBM,"Data Science, AI, Python, Cloud, Flask",100.0,90.65,High Chance
6.6,Adobe,"MySQL, TypeScript, Pandas, TensorFlow",0.0,17.83,Low Chance
6.1,Microsoft,"TypeScript, Rust",0.0,18.73,Low Chance
8.3,Infosys,"Tableau, Jira, MongoDB, Go",0.0,33.32,Low Chance
5.9,Meta,"JavaScript, Python, Node.js, Go, Deep Learning, SQL, Angular, React, Flask, Social Media Tech, Machine Learning, Data Analysis",100.0,20.09,Low Chance
9.2,Google,"Algorithms, C++, Python, Scrum, Machine Learning, Data Analysis",100.0,88.69,High Chance
7.3,Microsoft,"C++, Software Design, C#, Azure, Cloud, Go, PostgreSQL, Spring Boot, Pandas, Computer Vision, Cassandra",100.0,21.32,Low Chance
6.3,Netflix,"Kotlin, MongoDB, Django, NLP, AWS, Microservices, Python, C#, Flask, Agile, Java, Machine Learning",100.0,13.9,Low Chance
5.3,TCS,"Azure, MongoDB",0.0,9.31,Low Chance
8.5,Oracle,"Database Design, C++, SQL, Computer Vision, Java, Cloud Architecture",100.0,96.25,High Chance
7.9,Oracle,"Database Design, Redis, SQL, Angular, React, Java, Cloud Architecture",100.0,77.45,High Chance
7.5,Apple,"Go, Spring Boot, Cassandra, Jira, Agile, Terraform",0.0,31.65,Low Chance
7.3,Infosys,"Leadership, TypeScript, Angular, Matplotlib",0.0,30.09,Low Chance
10.0,Adobe,"UI/UX, Redis, C++, Graphics, Jenkins, JavaScript, Deep Learning, Rust, Java, Node.js, TensorFlow",100.0,81.41,High Chance
6.9,Amazon,"Vue.js, JavaScript, Angular, Swift, Agile, Problem Solving",0.0,26.08,Low Chance
10.0,Netflix,"Tableau, Azure, Django, Kubernetes",0.0,28.08,Low Chance
6.0,Netflix,"C#, Problem Solving, GCP",0.0,22.91,Low Chance
8.1,IBM,"TypeScript, Data Science, AI, Python, Cloud, Go, Agile",100.0,87.77,High Chance
7.9,Infosys,"TypeScript, C#, Kubernetes, Web Development, SQL, Pandas, Flask, Java, Machine Learning, Communication, Docker",100.0,90.18,High Chance
7.4,Apple,"Vue.js, C++, Tableau, PostgreSQL, Objective-C, Swift, Scrum, Pandas, Quality Assurance, Communication, TensorFlow",100.0,20.69,Low Chance
6.2,Microsoft,"Kotlin, Scikit-Learn, Git, Python, Go, Teamwork",0.0,13.45,Low Chance
5.3,Infosys,"Git, Python, Web Development, SQL, Jira, Java, Machine Learning, Communication",100.0,14.59,Low Chance
7.5,Meta,"Redis, Problem Solving, MySQL",0.0,13.73,Low Chance
7.1,Microsoft,"Power BI, Jenkins, JavaScript, AWS, C#, Python",20.0,32.12,Low Chance
7.9,Apple,"Kotlin, C++, GitHub, Objective-C, Swift, Scrum, Quality Assurance, Communication",100.0,32.19,Low Chance
5.2,TCS,"Cassandra, AWS",0.0,16.9,Low Chance
8.1,Oracle,"Git, Leadership, Go, Spring Boot, Matplotlib",0.0,33.1,Low Chance
7.5,Google,"Algorithms, C++, Python, Machine Learning, Data Analysis",100.0,27.16,Low Chance
7.2,Apple,"Git, NLP, Python, Angular, Node.js, Teamwork",0.0,32.89,Low Chance
8.5,Microsoft,"C++, Software Design, C#, Azure, Cloud, Pandas",100.0,93.55,High Chance
8.1,Adobe,"Kotlin, MySQL",0.0,23.81,Low Chance
8.8,Meta,"Vue.js, Communication",0.0,27.46,Low Chance
8.1,Oracle,"PyTorch, MySQL",0.0,35.65,Low Chance
6.8,Apple,"C++, Objective-C, Swift, Quality Assurance, Communication",100.0,6.49,Low Chance
6.9,TCS,"JavaScript, Enterprise Solutions, SQL, Flask, Java",100.0,81.74,High Chance
6.7,Netflix,"Jenkins, AWS, Microservices, Python, Deep Learning, Java, Machine Learning, Teamwork",100.0,17.88,Low Chance
7.0,Apple,"Computer Vision, Django, NumPy, Jira",0.0,14.98,Low Chance
9.2,TCS,"TypeScript, MongoDB, Computer Vision, Terraform, Docker",0.0,36.81,Low Chance
10.0,TCS,"NLP, JavaScript, AWS, Enterprise Solutions, SQL, Swift, Java",100.0,81.83,High Chance
7.1,Meta,"Scikit-Learn, JavaScript, Python, Node.js, Rust, React, Social Media Tech, Machine Learning, TensorFlow",100.0,3.21,Low Chance
6.9,Google,"Tableau, Leadership, MongoDB, Matplotlib",0.0,16.29,Low Chance
7.5,Netflix,"Vue.js, Scikit-Learn, Git, AWS, Microservices, Python, Agile, Java, Machine Learning, Data Analysis, GCP",100.0,35.4,Low Chance
8.9,Oracle,"Git, JavaScript, AWS, Pandas, Computer Vision",0.0,32.04,Low Chance
8.8,Netflix,"Leadership, Jenkins, Matplotlib",0.0,44.94,Low Chance
8.5,Infosys,"NLP, Spring Boot, Node.js, Communication, TensorFlow",25.0,38.15,Low Chance
8.3,Netflix,"AWS, Microservices, Python, Kubernetes, Java, Machine Learning",100.0,77.53,High Chance
8.7,Adobe,"Power BI, UI/UX, MongoDB, C++, Graphics, Jenkins, Tableau, NumPy, SQL, Agile, Java, Teamwork",100.0,84.3,High Chance
5.0,Amazon,"Scalability, Leadership, AWS, JavaScript, SQL, Java",100.0,5.28,Low Chance
7.2,Meta,"Leadership, Scrum, Cassandra, Jira, Matplotlib",0.0,31.89,Low Chance
6.4,IBM,"Data Science, AI, Python, Kubernetes, Cloud",100.0,8.8,Low Chance
7.6,IBM,"MongoDB, Redis, AWS, Jira, Matplotlib",0.0,48.27,Medium Chance
8.8,TCS,"Tableau, Scikit-Learn, Power BI, Communication",0.0,22.98,Low Chance
7.8,Meta,"Agile, Jira",0.0,46.8,Medium Chance
5.7,Apple,"Power BI, C++, Scikit-Learn, Git, Machine Learning, PyTorch, Objective-C, Swift, Jira, Quality Assurance, Terraform, Communication",100.0,29.31,Low Chance
5.0,Oracle,"Java, SQL, Machine Learning, React",50.0,13.27,Low Chance
8.0,IBM,"Vue.js, Redis, C++, Data Science, AI, Leadership, Python, Cloud, Pandas, React, Cassandra, Communication",100.0,95.25,High Chance
7.3,Amazon,"Scalability, MongoDB, Leadership, AWS, SQL, Java, Teamwork",100.0,18.08,Low Chance
5.7,IBM,"Data Science, AI, Leadership, JavaScript, Python, Cloud, Jira",100.0,31.15,Low Chance
8.6,Infosys,"Machine Learning, Deep Learning",0.0,25.13,Low Chance
6.1,Amazon,"Scalability, Redis, Django, NLP, Leadership, AWS, Python, SQL, Angular, Java, Data Analysis, TensorFlow",100.0,15.23,Low Chance
7.2,Oracle,"Database Design, NumPy, SQL, Java, Cloud Architecture",100.0,22.14,Low Chance
5.0,Google,"Algorithms, C++, NLP, Azure, Python, NumPy, C#, Swift, Machine Learning, Data Analysis",100.0,16.53,Low Chance
7.4,Infosys,"MySQL, Web Development, SQL, Java, Communication",100.0,90.8,High Chance
6.6,Amazon,"Scalability, TypeScript, Leadership, AWS, SQL, Jira, Java",100.0,7.92,Low Chance
6.1,Adobe,"UI/UX, C++, Graphics, Git, C#, Jira, Java, Docker",100.0,16.55,Low Chance
7.9,Amazon,"Scalability, C++, Leadership, AWS, SQL, Java",100.0,45.66,Medium Chance
9.5,Apple,"Django, NLP, Leadership, SQL, Angular, Swift",20.0,23.18,Low Chance
8.1,Apple,"Python, Pandas, Scrum, TensorFlow, Docker, Express",0.0,33.17,Low Chance
7.9,TCS,"Redis, PostgreSQL, Spring Boot, Node.js, Machine Learning, Communication",0.0,27.15,Low Chance
6.9,TCS,"JavaScript, PyTorch, Enterprise Solutions, SQL, Agile, Java, GCP",100.0,90.9,High Chance
7.1,TCS,"JavaScript, MySQL, Enterprise Solutions, SQL, Computer Vision, Agile, Java",100.0,100.0,High Chance
7.4,Amazon,"JavaScript, Pandas, Angular, Machine Learning",0.0,28.13,Low Chance
7.5,Infosys,"Jenkins, Git, AWS, Web Development, PyTorch, SQL, Java, Communication, Docker",100.0,91.4,High Chance
7.4,Amazon,"Vue.js, AWS, Machine Learning, MongoDB",20.0,12.12,Low Chance
6.4,Apple,"Python, Scikit-Learn",0.0,17.52,Low Chance
6.4,Adobe,"Communication, JavaScript, Rust, Flask",0.0,30.9,Low Chance
7.8,Meta,"Django, JavaScript, Python, Node.js, React, Flask, Social Media Tech, Docker",100.0,36.67,Low Chance
6.7,IBM,"Tableau, Terraform, Node.js, Redis",0.0,17.42,Low Chance
8.0,Infosys,"PostgreSQL, Web Development, Go, Deep Learning, SQL, Angular, Data Analysis, Java, Communication",100.0,86.37,High Chance
7.3,Oracle,"Kotlin, Deep Learning, SQL, Angular, Node.js",25.0,40.45,Low Chance
7.8,Amazon,"Scalability, TypeScript, Leadership, AWS, PyTorch, SQL, Java",100.0,35.18,Low Chance
7.0,Oracle,"GitHub, Problem Solving, Scrum",0.0,36.4,Low Chance
7.2,Apple,"Cassandra, Node.js, Angular",0.0,17.15,Low Chance
7.1,Adobe,"UI/UX, TypeScript, C++, Graphics, MongoDB, SQL, Swift, React, Cassandra, Jira, Java",100.0,6.55,Low Chance
7.6,IBM,"Data Science, AI, Python, Cloud, PyTorch",100.0,98.77,High Chance
7.7,Microsoft,"C++, Jenkins, Software Design, Django, GitHub, C#, Azure, Cloud",100.0,30.33,Low Chance
7.2,Google,"Kotlin, Algorithms, C++, Teamwork, Python, Kubernetes, NumPy, Machine Learning, Data Analysis",100.0,16.7,Low Chance
9.1,Microsoft,"Kotlin, C++, Software Design, C#, Azure, Cloud, Spring Boot, TensorFlow",100.0,79.73,High Chance
7.2,Google,"Power BI, TypeScript, Algorithms, C++, Tableau, Python, Terraform, Machine Learning, Data Analysis",100.0,20.07,Low Chance
9.0,Meta,"Kotlin, Python, PostgreSQL, MySQL, Go, Java",20.0,40.48,Low Chance
7.3,Apple,"Power BI, C++, JavaScript, Java, Matplotlib",20.0,18.43,Low Chance
7.6,Infosys,"Power BI, JavaScript, Web Development, SQL, Java, Communication",100.0,75.88,High Chance
7.6,Meta,"Git, JavaScript, GitHub, Python, Node.js, NumPy, Go, React, Social Media Tech",100.0,4.97,Low Chance
6.6,Infosys,"Deep Learning, Web Development, SQL, Rust, Flask, Cassandra, Java, Communication",100.0,89.6,High Chance
6.8,Netflix,"Power BI, Scikit-Learn, PostgreSQL, Rust, Agile",0.0,24.4,Low Chance
6.5,Meta,"NLP, JavaScript, Leadership, GitHub, Python, Node.js, Go, PyTorch, React, Social Media Tech, Communication, Express",100.0,25.84,Low Chance
8.0,Google,"Terraform, NumPy",0.0,43.51,Low Chance
6.8,Netflix,"C++, AWS, Microservices, Python, Java, Machine Learning",100.0,13.87,Low Chance
7.3,Netflix,"MySQL, Swift, Rust, Agile, Express",0.0,10.79,Low Chance
7.2,Amazon,"Computer Vision, Angular, Problem Solving",0.0,20.37,Low Chance
8.0,Meta,"JavaScript, Python, Node.js, React, Social Media Tech",100.0,47.18,Medium Chance
7.0,Netflix,"AWS, Microservices, Python, Go, Java, Node.js, Machine Learning",100.0,20.86,Low Chance
10.0,TCS,"React, Spring Boot, NumPy, GCP",0.0,24.82,Low Chance
7.7,Infosys,"Git, Redis, Kubernetes, TensorFlow",0.0,42.87,Low Chance
7.5,Microsoft,"Kotlin, MySQL, Matplotlib, Jira, Express",0.0,23.11,Low Chance
7.6,Microsoft,"C++, Software Design, Git, C#, Azure, Cloud",100.0,28.6,Low Chance
6.8,Adobe,"UI/UX, MongoDB, C++, Graphics, JavaScript, NumPy, SQL, Java, Terraform, Machine Learning, Express",100.0,18.47,Low Chance
6.4,Adobe,"UI/UX, C++, Graphics, GitHub, Leadership, Java",100.0,9.38,Low Chance
5.9,Meta,"JavaScript, Python, Node.js, React, Social Media Tech",100.0,18.22,Low Chance
5.0,IBM,"Kotlin, Data Science, AI, Python, Cloud, Pandas, Swift, Node.js, Terraform",100.0,28.03,Low Chance
8.3,IBM,"Jenkins, NLP, MySQL, React, Problem Solving, Matplotlib",0.0,49.42,Medium Chance
8.9,Oracle,"MongoDB, Computer Vision, Pandas",0.0,19.04,Low Chance
9.2,Microsoft,"Jira, GitHub, Scikit-Learn, Rust",0.0,51.19,Medium Chance
6.8,Meta,"JavaScript, Python, Node.js, React, Social Media Tech",100.0,2.68,Low Chance
6.2,TCS,"Cassandra, Terraform, Communication",0.0,55.19,Medium Chance
7.7,Adobe,"UI/UX, C++, Graphics, Tableau, JavaScript, Deep Learning, Java",100.0,23.78,Low Chance
7.4,Infosys,"TypeScript, C++, MongoDB, Azure, Web Development, SQL, Java, Node.js, Communication, GCP",100.0,97.3,High Chance
6.0,Google,"Redis, GitHub, NumPy, Spring Boot, Computer Vision, Docker",0.0,19.82,Low Chance
7.6,Meta,"Tableau, Flask, Scrum, Agile, React, Docker",20.0,25.5,Low Chance
6.2,Adobe,"UI/UX, Vue.js, Redis, C++, Graphics, Jenkins, JavaScript, AWS, Spring Boot, Java, GCP",100.0,11.11,Low Chance
8.6,Oracle,"Kotlin, Database Design, SQL, Java, Cloud Architecture",100.0,100.0,High Chance
5.9,Amazon,"Scalability, Vue.js, Leadership, AWS, Go, MySQL, Spring Boot, SQL, Flask, Java",100.0,0.0,Low Chance
5.7,Adobe,"PyTorch, AWS, React",0.0,27.99,Low Chance
6.6,Google,"Power BI, MongoDB, Algorithms, C++, C#, Python, Kubernetes, Java, Machine Learning, Data Analysis, TensorFlow",100.0,20.79,Low Chance
7.8,Infosys,"Swift, Express",0.0,42.64,Low Chance
7.4,Microsoft,"JavaScript, Kubernetes, NumPy, MySQL, Angular, Java",0.0,0.0,Low Chance
6.5,Amazon,"Kotlin, Go",0.0,31.9,Low Chance
9.5,TCS,"MongoDB, Django, Leadership, Problem Solving, Flask, Docker",0.0,27.17,Low Chance
7.6,Apple,"C++, Objective-C, Swift, Jira, Quality Assurance, Communication",100.0,18.79,Low Chance
7.2,TCS,"Terraform, Git, TensorFlow",0.0,29.83,Low Chance
8.8,Netflix,"PyTorch, C#, Kubernetes, Pandas",0.0,31.24,Low Chance
7.8,Oracle,"Python, Deep Learning, Angular, Scrum, Flask, Jira",0.0,52.56,Medium Chance
8.9,Infosys,"Django, AWS, Web Development, SQL, Angular, Java, Terraform, Communication, Problem Solving",100.0,90.76,High Chance
8.4,IBM,"Data Science, AI, Python, PostgreSQL, Cloud",100.0,79.57,High Chance
7.7,Netflix,"Django, Git, AWS, Microservices, Python, PostgreSQL, Swift, Angular, Java, Machine Learning",100.0,57.63,Medium Chance
7.8,Infosys,"TypeScript, Web Development, SQL, Angular, Jira, Java, Communication, Docker, TensorFlow",100.0,82.12,High Chance
7.9,Apple,"Power BI, Vue.js, Django, Scrum",0.0,38.17,Low Chance
9.1,Oracle,"Database Design, Azure, MySQL, SQL, Swift, Java, Cloud Architecture, Teamwork",100.0,92.02,High Chance
9.2,Amazon,"Scalability, Leadership, AWS, GitHub, JavaScript, Deep Learning, Docker, SQL, Pandas, Angular, Java, Problem Solving",100.0,89.36,High Chance
8.9,Apple,"Vue.js, C++, Jenkins, Python, Objective-C, Swift, React, Quality Assurance, Communication",100.0,80.82,High Chance
5.0,Adobe,"PostgreSQL, Pandas, Docker, GCP",0.0,28.85,Low Chance
8.6,Infosys,"AWS, Web Development, SQL, Swift, Java, Communication",100.0,91.99,High Chance
7.7,IBM,"Scikit-Learn, Leadership, Pandas, Machine Learning, Data Analysis",0.0,31.33,Low Chance
8.8,Meta,"C++, PostgreSQL, GCP, Rust, Problem Solving",0.0,29.97,Low Chance
7.2,Infosys,"PostgreSQL, MySQL, PyTorch, Computer Vision, Rust",0.0,38.29,Low Chance
5.6,TCS,"Computer Vision, NumPy",0.0,15.99,Low Chance
7.6,Adobe,"React, PyTorch, Problem Solving, NLP",0.0,35.41,Low Chance
6.5,Microsoft,"AWS, Rust",0.0,13.5,Low Chance
5.0,Netflix,"GitHub, Computer Vision, GCP",0.0,23.17,Low Chance
6.4,Amazon,"Scalability, Leadership, AWS, SQL, Swift, Java",100.0,5.94,Low Chance
8.5,IBM,"Power BI, Vue.js, Pandas, SQL",0.0,48.17,Medium Chance
8.1,Netflix,"Jenkins, GitHub, AWS, Microservices, Python, Java, Machine Learning",100.0,86.08,High Chance
8.4,Infosys,"Teamwork, Terraform, Python, Jenkins",0.0,31.66,Low Chance
5.3,IBM,"Django, Data Science, AI, GitHub, Python, Cloud, Spring Boot, Flask, Machine Learning",100.0,32.65,Low Chance
7.8,Google,"MongoDB, Algorithms, C++, Python, Pandas, Computer Vision, Cassandra, Machine Learning, Data Analysis, Problem Solving",100.0,2.87,Low Chance
6.5,Infosys,"Agile, JavaScript",0.0,39.91,Low Chance
5.5,Google,"TypeScript, Swift, Rust, Flask, Matplotlib",0.0,0.0,Low Chance
8.9,Amazon,"C++, Go, Spring Boot, Scrum, Data Analysis",0.0,47.84,Medium Chance
5.6,IBM,"MongoDB, Leadership, C#, Go, Scrum, Docker",0.0,10.15,Low Chance
9.1,Apple,"C++, NumPy, Objective-C, Swift, Quality Assurance, Communication, Problem Solving",100.0,74.48,Medium Chance
10.0,IBM,"Power BI, Data Science, AI, C#, Python, Cloud, Machine Learning",100.0,85.34,High Chance
7.8,IBM,"Redis, Data Science, AI, JavaScript, AWS, Python, Cloud, Agile, Express",100.0,87.32,High Chance
8.7,Oracle,"React, Python, Jenkins",0.0,25.11,Low Chance
8.3,Apple,"C++, Objective-C, Swift, React, Quality Assurance, Communication, Docker",100.0,38.71,Low Chance
5.7,Amazon,"Spring Boot, Pandas, Angular",0.0,11.03,Low Chance
8.8,TCS,"Vue.js, Jenkins, JavaScript, AWS, Enterprise Solutions, SQL, Java, Node.js",100.0,94.69,High Chance
8.3,TCS,"Redis, JavaScript, Go, PyTorch, Enterprise Solutions, SQL, React, Java, Teamwork, GCP, Matplotlib",100.0,79.12,High Chance
7.7,Infosys,"TypeScript, Kubernetes, Web Development, Go, PyTorch, SQL, Angular, Java, Communication",100.0,74.79,Medium Chance
9.5,IBM,"Data Science, AI, GitHub, Python, Cloud, SQL, Angular, Flask, Node.js, Terraform, Docker",100.0,82.18,High Chance
